Date,PG,KO,PEP,WMT,COST,MO,PM,MDLZ,KMB,CL,GIS,HSY,SYY,KR,TAP,STZ,EL,CPB,CHD
2015-03-27,60.969303131103516,28.56250762939453,69.43215942382812,22.16651153564453,125.59585571289062,25.48554039001465,45.45779037475586,28.2285099029541,73.88568115234375,53.451446533203125,37.797096252441406,78.7727279663086,28.821043014526367,30.9427547454834,56.346214294433594,98.0038070678711,72.2766342163086,32.766136169433594,36.82254409790039
2015-03-30,61.27302169799805,28.868947982788086,69.84464263916016,22.488046646118164,127.18174743652344,25.581741333007812,45.49922561645508,28.982858657836914,74.8373031616211,53.871280670166016,38.73189163208008,79.19020080566406,28.896549224853516,31.311662673950195,57.476810455322266,100.10118103027344,73.30554962158203,33.165985107421875,37.23857498168945
2015-03-31,60.69524002075195,28.89744758605957,69.19334411621094,22.411752700805664,126.45549011230469,25.32353401184082,44.593505859375,28.657302856445312,74.3996810913086,53.9101676940918,38.90372848510742,78.01506805419922,28.721460342407227,31.076553344726562,57.261474609375,99.48480987548828,72.51205444335938,33.23738479614258,37.017547607421875
2015-04-01,60.97671890258789,28.990081787109375,68.8098373413086,21.992130279541016,125.40383911132812,25.465290069580078,45.03156280517578,28.824052810668945,74.2190933227539,53.71580505371094,38.82124328613281,77.99958038330078,28.5692195892334,31.121126174926758,57.307613372802734,99.4933853149414,72.51205444335938,33.25166702270508,37.008888244628906
2015-04-02,61.05821990966797,28.990081787109375,69.24401092529297,21.997573852539062,126.5640869140625,25.915878295898438,45.73602294921875,29.086091995239258,74.33718872070312,53.90240478515625,38.869361877441406,77.891357421875,28.652950286865234,31.267080307006836,57.992149353027344,100.80315399169922,73.33171081542969,33.29450225830078,37.16923522949219
2015-04-03,,,,,,,,,,,,,,,,,,,
2015-04-06,61.51005935668945,29.33928871154785,69.81568145751953,22.068418502807617,127.29022979736328,26.067747116088867,46.292476654052734,29.379880905151367,74.64281463623047,54.384422302246094,38.99994659423828,78.47118377685547,28.797603607177734,31.202211380004883,58.576683044433594,102.19857788085938,74.09032440185547,33.315921783447266,37.37290573120117
2015-04-07,61.02857208251953,29.225263595581055,69.62028503417969,21.934894561767578,126.68926239013672,26.17406463623047,46.0201416015625,29.379880905151367,74.29551696777344,54.19786071777344,38.54629898071289,78.65674591064453,28.90416717529297,30.954919815063477,60.17644500732422,101.24834442138672,73.22708892822266,32.93036651611328,37.07389831542969
2015-04-08,61.3100471496582,29.139741897583008,69.49004364013672,22.079320907592773,126.87287902832031,26.133562088012695,45.72417449951172,29.68956756591797,74.43444061279297,54.345550537109375,38.67793655395508,77.74446868896484,29.041181564331055,31.173839569091797,60.50717544555664,102.01882934570312,73.39274597167969,33.00890350341797,37.2602424621582
2015-04-09,61.39897537231445,29.25377082824707,69.72160339355469,22.027549743652344,124.21022033691406,26.255067825317383,46.09119415283203,29.681631088256836,74.50389099121094,54.39219665527344,38.885772705078125,77.88362121582031,29.05642318725586,31.137340545654297,59.93032455444336,102.78070068359375,73.67176818847656,33.21881866455078,37.23857498168945
2015-04-10,61.73967361450195,29.132619857788086,69.61307525634766,21.975772857666016,124.90304565429688,26.584135055541992,46.11487579345703,29.697498321533203,74.22605895996094,54.120079040527344,39.13516616821289,77.3810806274414,29.05642318725586,31.242746353149414,59.914947509765625,104.1846923828125,72.7562026977539,32.938446044921875,37.225563049316406
2015-04-13,61.79895782470703,29.004344940185547,69.12821197509766,21.877681732177734,124.38549041748047,26.209503173828125,45.812965393066406,29.578392028808594,74.31635284423828,53.886844635009766,39.09360122680664,76.89404296875,28.63011932373047,30.9427547454834,58.93816375732422,102.66088104248047,72.54693603515625,33.15411376953125,37.104248046875
2015-04-14,61.92485427856445,28.868947982788086,69.82291412353516,21.839536666870117,124.80289459228516,26.386699676513672,46.23918914794922,29.753095626831055,74.77478790283203,54.13563537597656,39.23215866088867,78.0846176147461,28.774751663208008,30.4928035736084,59.19200897216797,101.03433227539062,73.80254364013672,33.43446731567383,37.515926361083984
2015-04-15,61.85820388793945,28.79054832458496,69.92420196533203,21.72781753540039,124.42729949951172,26.12850570678711,46.25102615356445,29.816604614257812,74.74700927734375,54.33000946044922,39.107460021972656,77.81403350830078,28.668180465698242,29.96174430847168,59.130435943603516,100.60627746582031,73.51478576660156,33.47760009765625,37.15190887451172
2015-04-16,61.850807189941406,28.93307876586914,69.7939453125,21.59157371520996,122.79132080078125,26.351261138916016,50.29423141479492,29.626041412353516,74.79563903808594,54.485504150390625,38.955039978027344,78.40935516357422,28.409372329711914,29.742843627929688,59.15351867675781,100.46930694580078,73.17475128173828,33.43446731567383,37.16056442260742
2015-04-17,61.13228225708008,28.719280242919922,69.33085632324219,21.220993041992188,120.67113494873047,26.19938850402832,50.47182846069336,29.3560733795166,74.17047119140625,53.86351013183594,38.858055114746094,77.52029418945312,28.416975021362305,29.122604370117188,59.19968032836914,99.28792572021484,72.21556854248047,33.20441818237305,36.861534118652344
