Date,JPM,BAC,C,WFC,GS,MS,BLK,BK,STT,TROW,SCHW,AXP,COF,USB,PNC,TFC,CMA,MTB,RF,CB,TRV,AIG,MET,PRU
2015-01-22,43.05741882324219,12.833756446838379,36.91972351074219,39.476924896240234,146.4239501953125,26.356647491455078,275.6388854980469,29.471769332885742,57.18669891357422,55.708797454833984,24.198135375976562,72.28866577148438,62.417205810546875,29.82256507873535,62.01202392578125,24.0550479888916,28.64267921447754,86.19257354736328,6.277588844299316,92.46725463867188,85.25074005126953,40.3575439453125,30.941442489624023,51.06093215942383
2015-01-23,42.377079010009766,12.546613693237305,36.21216583251953,39.10248947143555,145.17726135253906,26.074764251708984,271.3071594238281,28.086484909057617,53.70759582519531,55.045597076416016,23.795564651489258,72.0830307006836,63.56399917602539,29.747034072875977,61.45643615722656,23.996389389038086,28.079343795776367,84.78705596923828,6.154634952545166,92.01888275146484,84.3286361694336,39.763145446777344,30.05406951904297,50.110774993896484
2015-01-26,42.4443359375,12.642329216003418,36.413265228271484,39.337432861328125,145.12098693847656,26.045082092285156,273.0413818359375,28.482275009155273,54.36037826538086,55.54800796508789,23.944345474243164,71.37187957763672,64.0472412109375,29.89124298095703,61.81260681152344,24.107189178466797,28.488428115844727,86.0233154296875,6.202451229095459,92.03517150878906,84.38381958007812,39.531558990478516,30.06638526916504,50.14802169799805
2015-01-27,42.0181884765625,12.466849327087402,35.98127746582031,38.88957977294922,141.95985412597656,25.711261749267578,268.5262145996094,27.964696884155273,53.811439514160156,54.911617279052734,23.463001251220703,70.60077667236328,62.88410568237305,29.51356315612793,60.900882720947266,23.65097427368164,28.381139755249023,85.47140502929688,6.1273112297058105,90.73089599609375,83.5799560546875,38.96031951904297,29.659677505493164,49.35308837890625
2015-01-28,40.93408203125,12.123870849609375,35.08751678466797,38.294883728027344,139.1929168701172,25.123538970947266,263.5984802246094,27.142648696899414,52.87675094604492,53.07608413696289,22.7191219329834,70.02672576904297,60.983741760253906,28.909284591674805,59.5831298828125,23.04487419128418,27.58979034423828,83.68324279785156,5.9701995849609375,89.10050964355469,82.42138671875,37.98766326904297,28.864717483520508,47.81296157836914
2015-01-29,41.621925354003906,12.307328224182129,35.47489547729492,38.73540496826172,141.55767822265625,25.569910049438477,265.0577392578125,27.736356735229492,53.26247787475586,53.04929733276367,23.034175872802734,70.25804901123047,61.40153121948242,29.232025146484375,60.92938995361328,23.24690818786621,28.32747459411621,84.91950225830078,6.045341968536377,89.77710723876953,82.38987731933594,38.02625274658203,28.883203506469727,47.79433059692383
2015-01-30,40.65745162963867,12.083991050720215,34.975772857666016,38.118690490722656,138.67813110351562,25.153295516967773,260.14532470703125,27.529878616333008,53.0473747253418,52.73443603515625,22.736623764038086,69.13562774658203,59.96803665161133,28.77882957458496,60.21706771850586,22.99925994873047,27.831212997436523,83.27116394042969,5.942877292633057,88.00812530517578,81.03430938720703,37.725189208984375,28.655197143554688,47.123626708984375
2015-02-02,41.47239303588867,12.331254959106445,35.54939270019531,38.77210998535156,141.15553283691406,25.60710906982422,265.5924987792969,28.042236328125,54.137840270996094,53.59859848022461,23.27922248840332,70.36942291259766,60.95915222167969,29.34189224243164,61.38521957397461,23.435911178588867,28.803646087646484,85.02989196777344,6.099987506866455,89.10865783691406,82.42138671875,38.95259475708008,29.493289947509766,48.514713287353516
2015-02-03,42.40696334838867,12.674233436584473,36.41354751586914,39.24199676513672,144.97616577148438,26.06836700439453,269.64923095703125,28.60048484802246,55.35442352294922,54.42926788330078,24.1718807220459,71.74031829833984,61.85204315185547,29.719575881958008,62.403804779052734,23.774808883666992,29.460845947265625,87.04615783691406,6.22294282913208,90.49449157714844,83.57205963134766,39.62419509887695,30.263586044311523,49.738155364990234
2015-02-04,42.15276336669922,12.594473838806152,36.05595397949219,39.19026565551758,143.80181884765625,25.867504119873047,267.9913330078125,28.424602508544922,54.7238655090332,54.301998138427734,24.16313362121582,71.63751220703125,61.680023193359375,29.925573348999023,62.503536224365234,23.70311164855957,29.192596435546875,87.26693725585938,6.1751275062561035,90.99174499511719,84.11585998535156,39.763145446777344,30.26979637145996,49.613922119140625
2015-02-05,42.4443359375,12.738044738769531,36.16025161743164,39.663238525390625,145.40252685546875,25.98653793334961,274.13385009765625,28.85283660888672,55.406349182128906,54.76422882080078,24.48764419555664,72.59711456298828,62.32147979736328,30.2139892578125,63.26568603515625,24.17234992980957,29.997350692749023,87.90714263916016,6.284422397613525,92.1982421875,84.65179443359375,39.848060607910156,30.4001407623291,46.775848388671875
2015-02-06,43.281715393066406,13.152806282043457,36.60722351074219,40.23967361450195,147.5420379638672,26.62633514404297,276.891845703125,29.41872787475586,56.467140197753906,55.139373779296875,25.531356811523438,72.83702850341797,62.68332290649414,30.49551773071289,64.41960906982422,24.784976959228516,30.942951202392578,89.51870727539062,6.53033447265625,92.01888275146484,84.48627471923828,40.21858596801758,30.78494644165039,48.31599807739258
2015-02-09,43.22937774658203,13.041139602661133,36.65937423706055,40.06230545043945,146.5688018798828,26.507307052612305,275.70001220703125,29.426372528076172,56.496803283691406,54.56326675415039,25.250694274902344,72.81133270263672,63.09454345703125,30.33071517944336,63.757198333740234,24.537317276000977,30.279022216796875,88.74604797363281,6.3937153816223145,91.2770767211914,83.35926055908203,40.249473571777344,30.75391387939453,47.98063659667969
2015-02-10,43.707881927490234,13.096975326538086,36.7934684753418,40.328346252441406,148.45098876953125,26.90160369873047,283.18707275390625,29.88521957397461,57.32023620605469,55.079097747802734,25.601518630981445,73.54817199707031,63.374149322509766,30.57105255126953,64.24864959716797,24.641597747802734,30.453386306762695,89.15076446533203,6.3868842124938965,91.09770965576172,83.95032501220703,40.45792007446289,31.051837921142578,48.489871978759766
2015-02-11,43.6406135559082,13.049118995666504,37.00949478149414,39.83321762084961,150.93646240234375,27.057830810546875,282.5987854003906,29.923450469970703,57.112525939941406,54.99869155883789,25.478727340698242,73.6938247680664,63.58799362182617,30.39938735961914,63.95658874511719,24.536651611328125,30.34608268737793,88.69452667236328,6.366393566131592,91.67652893066406,84.93549346923828,40.33440399169922,31.287691116333008,49.1792106628418
2015-02-12,44.53779220581055,13.296379089355469,37.9109001159668,40.542659759521484,152.64967346191406,27.45213508605957,286.4034118652344,30.137571334838867,57.40924835205078,55.11928176879883,26.276857376098633,68.95570373535156,65.20811462402344,30.983060836791992,65.21736145019531,25.133506774902344,31.197786331176758,90.79174041748047,6.516672134399414,92.08411407470703,85.14828491210938,40.488773345947266,31.238035202026367,48.87491989135742
2015-02-13,44.61254119873047,13.248525619506836,38.14183807373047,40.88999938964844,152.02232360839844,27.36285400390625,287.28973388671875,29.97697639465332,57.06802749633789,55.23314666748047,25.548891067504883,66.89936065673828,64.87093353271484,30.94873809814453,65.80143737792969,25.10727882385254,31.130733489990234,91.17440795898438,6.503011703491211,92.15747833251953,85.11672973632812,41.65443420410156,31.566984176635742,49.88719177246094
2015-02-16,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-17,44.93404006958008,13.26447582244873,38.506874084472656,40.91957092285156,152.84275817871094,27.467010498046875,290.5672607421875,30.175800323486328,57.32023620605469,55.26665496826172,26.083904266357422,67.75617218017578,65.79200744628906,30.94873809814453,65.80143737792969,25.21221923828125,31.271564483642578,91.27007293701172,6.6123046875,92.85855102539062,85.11672973632812,42.44953155517578,32.08213806152344,50.27223205566406
2015-02-18,44.38825225830078,13.001262664794922,38.30573654174805,40.29138946533203,151.75685119628906,27.057830810546875,288.68017578125,29.816394805908203,56.56357955932617,54.73743438720703,25.51381492614746,68.35591888427734,65.24922180175781,30.577926635742188,65.03929901123047,24.805557250976562,30.56068992614746,89.55548858642578,6.496179580688477,92.69548034667969,85.10100555419922,42.2333869934082,31.46146583557129,49.40900802612305
